DateTime,Gate,Ingress,Egress
2025-09-03 19:45:00,THE LIVING WORLD,2,2
2025-09-04 08:45:00,SOUTH GATE,23,0
2025-09-04 08:45:00,THE LIVING WORLD,23,2
2025-09-04 09:00:00,SOUTH GATE,57,2
2025-09-04 09:00:00,THE LIVING WORLD,92,11
2025-09-04 09:15:00,SOUTH GATE,67,1
2025-09-04 09:15:00,THE LIVING WORLD,59,3
2025-09-04 09:30:00,SOUTH GATE,79,1
2025-09-04 09:30:00,THE LIVING WORLD,104,11
2025-09-04 09:45:00,SOUTH GATE,74,6
2025-09-04 09:45:00,THE LIVING WORLD,118,17
2025-09-04 10:00:00,SOUTH GATE,84,7
2025-09-04 10:00:00,THE LIVING WORLD,67,5
2025-09-04 10:15:00,SOUTH GATE,103,4
2025-09-04 10:15:00,THE LIVING WORLD,71,16
2025-09-04 10:30:00,SOUTH GATE,74,17
2025-09-04 10:30:00,THE LIVING WORLD,97,22
2025-09-04 10:45:00,SOUTH GATE,75,8
2025-09-04 10:45:00,THE LIVING WORLD,90,62
2025-09-04 11:00:00,SOUTH GATE,97,16
2025-09-04 11:00:00,THE LIVING WORLD,82,25
2025-09-04 11:15:00,SOUTH GATE,65,26
2025-09-04 11:15:00,THE LIVING WORLD,69,38
2025-09-04 11:30:00,SOUTH GATE,81,27
2025-09-04 11:30:00,THE LIVING WORLD,65,50
2025-09-04 11:45:00,SOUTH GATE,62,32
2025-09-04 11:45:00,THE LIVING WORLD,86,53
2025-09-04 12:00:00,SOUTH GATE,51,37
2025-09-04 12:00:00,THE LIVING WORLD,93,73
2025-09-04 12:15:00,SOUTH GATE,72,49
2025-09-04 12:15:00,THE LIVING WORLD,74,76
2025-09-04 12:30:00,SOUTH GATE,61,45
2025-09-04 12:30:00,THE LIVING WORLD,98,175
2025-09-04 12:45:00,SOUTH GATE,43,43
2025-09-04 12:45:00,THE LIVING WORLD,42,81
2025-09-04 13:00:00,SOUTH GATE,64,60
2025-09-04 13:00:00,THE LIVING WORLD,73,83
2025-09-04 13:15:00,SOUTH GATE,54,59
2025-09-04 13:15:00,THE LIVING WORLD,86,110
2025-09-04 13:30:00,SOUTH GATE,91,50
2025-09-04 13:30:00,THE LIVING WORLD,92,119
2025-09-04 13:45:00,SOUTH GATE,56,53
2025-09-04 13:45:00,THE LIVING WORLD,79,103
2025-09-04 14:00:00,SOUTH GATE,51,84
2025-09-04 14:00:00,THE LIVING WORLD,79,82
2025-09-04 14:15:00,SOUTH GATE,77,85
2025-09-04 14:15:00,THE LIVING WORLD,60,114
2025-09-04 14:30:00,SOUTH GATE,50,56
2025-09-04 14:30:00,THE LIVING WORLD,82,89
2025-09-04 14:45:00,SOUTH GATE,27,65
2025-09-04 14:45:00,THE LIVING WORLD,62,112
2025-09-04 15:00:00,SOUTH GATE,37,66
2025-09-04 15:00:00,THE LIVING WORLD,48,89
2025-09-04 15:15:00,SOUTH GATE,21,85
2025-09-04 15:15:00,THE LIVING WORLD,65,97
2025-09-04 15:30:00,SOUTH GATE,19,85
2025-09-04 15:30:00,THE LIVING WORLD,36,49
2025-09-04 15:45:00,SOUTH GATE,26,67
2025-09-04 15:45:00,THE LIVING WORLD,29,119
2025-09-04 16:00:00,SOUTH GATE,8,73
2025-09-04 16:00:00,THE LIVING WORLD,42,88
2025-09-04 16:15:00,SOUTH GATE,5,74
2025-09-04 16:15:00,THE LIVING WORLD,28,78
2025-09-04 16:30:00,SOUTH GATE,2,97
2025-09-04 16:30:00,THE LIVING WORLD,14,120
2025-09-04 16:45:00,SOUTH GATE,3,96
2025-09-04 16:45:00,THE LIVING WORLD,8,125
2025-09-04 17:00:00,SOUTH GATE,0,105
2025-09-04 17:00:00,THE LIVING WORLD,9,112
2025-09-04 17:15:00,SOUTH GATE,2,20
2025-09-04 17:15:00,THE LIVING WORLD,4,33
2025-09-04 17:30:00,SOUTH GATE,3,4
2025-09-04 17:30:00,THE LIVING WORLD,2,7
2025-09-04 17:45:00,SOUTH GATE,0,1
2025-09-04 17:45:00,THE LIVING WORLD,1,3
2025-09-04 18:00:00,SOUTH GATE,19,0
2025-09-04 19:15:00,THE LIVING WORLD,1,1
2025-09-04 19:30:00,SOUTH GATE,0,16
2025-09-04 19:30:00,THE LIVING WORLD,0,1
2025-09-04 19:45:00,SOUTH GATE,0,1
2025-09-05 08:45:00,SOUTH GATE,47,2
2025-09-05 08:45:00,THE LIVING WORLD,30,1
2025-09-05 09:00:00,SOUTH GATE,95,3
2025-09-05 09:00:00,THE LIVING WORLD,97,14
2025-09-05 09:15:00,SOUTH GATE,123,1
2025-09-05 09:15:00,THE LIVING WORLD,136,39
2025-09-05 09:30:00,SOUTH GATE,141,5
2025-09-05 09:30:00,THE LIVING WORLD,117,51
2025-09-05 09:45:00,SOUTH GATE,115,4
2025-09-05 09:45:00,THE LIVING WORLD,119,47
2025-09-05 10:00:00,SOUTH GATE,177,7
2025-09-05 10:00:00,THE LIVING WORLD,124,33
2025-09-05 10:15:00,SOUTH GATE,140,7
2025-09-05 10:15:00,THE LIVING WORLD,109,35
2025-09-05 10:30:00,SOUTH GATE,113,12
2025-09-05 10:30:00,THE LIVING WORLD,107,36
2025-09-05 10:45:00,SOUTH GATE,125,25
2025-09-05 10:45:00,THE LIVING WORLD,107,46
2025-09-05 11:00:00,SOUTH GATE,135,25
2025-09-05 11:00:00,THE LIVING WORLD,133,60
2025-09-05 11:15:00,SOUTH GATE,92,47
2025-09-05 11:15:00,THE LIVING WORLD,145,96
2025-09-05 11:30:00,SOUTH GATE,76,44
2025-09-05 11:30:00,THE LIVING WORLD,107,104
2025-09-05 11:45:00,SOUTH GATE,77,59
2025-09-05 11:45:00,THE LIVING WORLD,134,150
2025-09-05 12:00:00,SOUTH GATE,87,59
2025-09-05 12:00:00,THE LIVING WORLD,112,116
2025-09-05 12:15:00,SOUTH GATE,87,68
2025-09-05 12:15:00,THE LIVING WORLD,120,152
2025-09-05 12:30:00,SOUTH GATE,90,68
2025-09-05 12:30:00,THE LIVING WORLD,153,162
2025-09-05 12:45:00,SOUTH GATE,99,126
2025-09-05 12:45:00,THE LIVING WORLD,127,150
2025-09-05 13:00:00,SOUTH GATE,89,75
2025-09-05 13:00:00,THE LIVING WORLD,107,137
2025-09-05 13:15:00,SOUTH GATE,68,93
2025-09-05 13:15:00,THE LIVING WORLD,97,106
2025-09-05 13:30:00,SOUTH GATE,48,73
2025-09-05 13:30:00,THE LIVING WORLD,94,158
2025-09-05 13:45:00,SOUTH GATE,39,92
2025-09-05 13:45:00,THE LIVING WORLD,93,136
2025-09-05 14:00:00,SOUTH GATE,60,106
2025-09-05 14:00:00,THE LIVING WORLD,77,146
2025-09-05 14:15:00,SOUTH GATE,49,115
2025-09-05 14:15:00,THE LIVING WORLD,46,83
2025-09-05 14:30:00,SOUTH GATE,99,123
2025-09-05 14:30:00,THE LIVING WORLD,52,122
2025-09-05 14:45:00,SOUTH GATE,36,98
2025-09-05 14:45:00,THE LIVING WORLD,40,136
2025-09-05 15:00:00,SOUTH GATE,30,122
2025-09-05 15:00:00,THE LIVING WORLD,42,99
2025-09-05 15:15:00,SOUTH GATE,31,80
2025-09-05 15:15:00,THE LIVING WORLD,29,108
2025-09-05 15:30:00,SOUTH GATE,38,84
2025-09-05 15:30:00,THE LIVING WORLD,48,73
2025-09-05 15:45:00,SOUTH GATE,60,39
2025-09-05 15:45:00,THE LIVING WORLD,50,74
2025-09-05 16:00:00,SOUTH GATE,117,81
2025-09-05 16:00:00,THE LIVING WORLD,150,74
2025-09-05 16:15:00,SOUTH GATE,119,71
2025-09-05 16:15:00,THE LIVING WORLD,98,90
2025-09-05 16:30:00,SOUTH GATE,125,77
2025-09-05 16:30:00,THE LIVING WORLD,76,112
2025-09-05 16:45:00,SOUTH GATE,78,144
2025-09-05 16:45:00,THE LIVING WORLD,90,145
2025-09-05 17:00:00,SOUTH GATE,114,95
2025-09-05 17:00:00,THE LIVING WORLD,49,140
2025-09-05 17:15:00,SOUTH GATE,86,58
2025-09-05 17:15:00,THE LIVING WORLD,59,42
2025-09-05 17:30:00,SOUTH GATE,54,34
2025-09-05 17:30:00,THE LIVING WORLD,36,22
2025-09-05 17:45:00,SOUTH GATE,29,16
2025-09-05 17:45:00,THE LIVING WORLD,17,24
2025-09-05 18:00:00,SOUTH GATE,14,8
2025-09-05 18:00:00,THE LIVING WORLD,12,22
2025-09-05 18:15:00,SOUTH GATE,4,38
2025-09-05 18:15:00,THE LIVING WORLD,3,19
2025-09-05 18:30:00,SOUTH GATE,5,27
2025-09-05 18:30:00,THE LIVING WORLD,6,26
2025-09-05 18:45:00,SOUTH GATE,0,52
2025-09-05 18:45:00,THE LIVING WORLD,2,44
2025-09-05 19:00:00,SOUTH GATE,9,124
2025-09-05 19:00:00,THE LIVING WORLD,1,56
2025-09-05 19:15:00,SOUTH GATE,4,167
2025-09-05 19:15:00,THE LIVING WORLD,1,110
2025-09-05 19:30:00,SOUTH GATE,0,232
2025-09-05 19:30:00,THE LIVING WORLD,3,199
2025-09-05 19:45:00,SOUTH GATE,1,21
2025-09-05 19:45:00,THE LIVING WORLD,4,37
2025-09-06 08:45:00,SOUTH GATE,12,2
2025-09-06 08:45:00,THE LIVING WORLD,31,10
2025-09-06 09:00:00,SOUTH GATE,379,3
2025-09-06 09:00:00,THE LIVING WORLD,322,40
2025-09-06 09:15:00,SOUTH GATE,339,7
2025-09-06 09:15:00,THE LIVING WORLD,214,20
2025-09-06 09:30:00,SOUTH GATE,337,5
2025-09-06 09:30:00,THE LIVING WORLD,193,24
2025-09-06 09:45:00,SOUTH GATE,278,9
2025-09-06 09:45:00,THE LIVING WORLD,227,25
2025-09-06 10:00:00,SOUTH GATE,317,9
2025-09-06 10:00:00,THE LIVING WORLD,172,30
2025-09-06 10:15:00,SOUTH GATE,388,25
2025-09-06 10:15:00,THE LIVING WORLD,205,32
2025-09-06 10:30:00,SOUTH GATE,414,23
2025-09-06 10:30:00,THE LIVING WORLD,256,47
2025-09-06 10:45:00,SOUTH GATE,367,56
2025-09-06 10:45:00,THE LIVING WORLD,274,98
2025-09-06 11:00:00,SOUTH GATE,303,94
2025-09-06 11:00:00,THE LIVING WORLD,223,90
2025-09-06 11:15:00,SOUTH GATE,211,92
2025-09-06 11:15:00,THE LIVING WORLD,312,120
2025-09-06 11:30:00,SOUTH GATE,208,118
2025-09-06 11:30:00,THE LIVING WORLD,212,147
2025-09-06 11:45:00,SOUTH GATE,330,104
2025-09-06 11:45:00,THE LIVING WORLD,239,143
2025-09-06 12:00:00,SOUTH GATE,267,171
2025-09-06 12:00:00,THE LIVING WORLD,243,162
2025-09-06 12:15:00,SOUTH GATE,193,195
2025-09-06 12:15:00,THE LIVING WORLD,216,186
2025-09-06 12:30:00,SOUTH GATE,349,190
2025-09-06 12:30:00,THE LIVING WORLD,240,225
2025-09-06 12:45:00,SOUTH GATE,307,224
2025-09-06 12:45:00,THE LIVING WORLD,267,280
2025-09-06 13:00:00,SOUTH GATE,250,233
2025-09-06 13:00:00,THE LIVING WORLD,240,206
2025-09-06 13:15:00,SOUTH GATE,278,259
2025-09-06 13:15:00,THE LIVING WORLD,388,232
2025-09-06 13:30:00,SOUTH GATE,444,212
2025-09-06 13:30:00,THE LIVING WORLD,230,296
2025-09-06 13:45:00,SOUTH GATE,328,227
2025-09-06 13:45:00,THE LIVING WORLD,256,261
2025-09-06 14:00:00,SOUTH GATE,266,305
2025-09-06 14:00:00,THE LIVING WORLD,281,257
2025-09-06 14:15:00,SOUTH GATE,183,263
2025-09-06 14:15:00,THE LIVING WORLD,245,292
2025-09-06 14:30:00,SOUTH GATE,319,236
2025-09-06 14:30:00,THE LIVING WORLD,232,284
2025-09-06 14:45:00,SOUTH GATE,253,254
2025-09-06 14:45:00,THE LIVING WORLD,288,369
2025-09-06 15:00:00,SOUTH GATE,209,259
2025-09-06 15:00:00,THE LIVING WORLD,221,308
2025-09-06 15:15:00,SOUTH GATE,207,331
2025-09-06 15:15:00,THE LIVING WORLD,267,298
2025-09-06 15:30:00,SOUTH GATE,184,314
2025-09-06 15:30:00,THE LIVING WORLD,186,337
2025-09-06 15:45:00,SOUTH GATE,156,324
2025-09-06 15:45:00,THE LIVING WORLD,214,406
2025-09-06 16:00:00,SOUTH GATE,220,349
2025-09-06 16:00:00,THE LIVING WORLD,220,274
2025-09-06 16:15:00,SOUTH GATE,162,327
2025-09-06 16:15:00,THE LIVING WORLD,143,288
2025-09-06 16:30:00,SOUTH GATE,243,376
2025-09-06 16:30:00,THE LIVING WORLD,153,256
2025-09-06 16:45:00,SOUTH GATE,254,362
2025-09-06 16:45:00,THE LIVING WORLD,151,292
2025-09-06 17:00:00,SOUTH GATE,223,318
2025-09-06 17:00:00,THE LIVING WORLD,266,341
2025-09-06 17:15:00,SOUTH GATE,234,291
2025-09-06 17:15:00,THE LIVING WORLD,170,275
2025-09-06 17:30:00,SOUTH GATE,200,275
2025-09-06 17:30:00,THE LIVING WORLD,171,283
2025-09-06 17:45:00,SOUTH GATE,135,215
2025-09-06 17:45:00,THE LIVING WORLD,134,253
2025-09-06 18:00:00,SOUTH GATE,131,174
2025-09-06 18:00:00,THE LIVING WORLD,117,216
2025-09-06 18:15:00,SOUTH GATE,106,233
2025-09-06 18:15:00,THE LIVING WORLD,77,200
2025-09-06 18:30:00,SOUTH GATE,68,278
2025-09-06 18:30:00,THE LIVING WORLD,101,222
2025-09-06 18:45:00,SOUTH GATE,71,226
2025-09-06 18:45:00,THE LIVING WORLD,62,245
2025-09-06 19:00:00,SOUTH GATE,41,277
2025-09-06 19:00:00,THE LIVING WORLD,73,228
2025-09-06 19:15:00,SOUTH GATE,49,277
2025-09-06 19:15:00,THE LIVING WORLD,18,308
2025-09-06 19:30:00,SOUTH GATE,12,410
2025-09-06 19:30:00,THE LIVING WORLD,16,279
2025-09-06 19:45:00,SOUTH GATE,2,224
2025-09-06 19:45:00,THE LIVING WORLD,7,301
2025-09-07 08:45:00,SOUTH GATE,79,1
2025-09-07 08:45:00,THE LIVING WORLD,51,13
2025-09-07 09:00:00,SOUTH GATE,246,1
2025-09-07 09:00:00,THE LIVING WORLD,227,13
2025-09-07 09:15:00,SOUTH GATE,262,4
2025-09-07 09:15:00,THE LIVING WORLD,165,9
2025-09-07 09:30:00,SOUTH GATE,245,5
2025-09-07 09:30:00,THE LIVING WORLD,180,12
2025-09-07 09:45:00,SOUTH GATE,254,3
2025-09-07 09:45:00,THE LIVING WORLD,157,13
2025-09-07 10:00:00,SOUTH GATE,250,24
2025-09-07 10:00:00,THE LIVING WORLD,149,57
2025-09-07 10:15:00,SOUTH GATE,224,16
2025-09-07 10:15:00,THE LIVING WORLD,176,59
2025-09-07 10:30:00,SOUTH GATE,277,38
2025-09-07 10:30:00,THE LIVING WORLD,158,51
2025-09-07 10:45:00,SOUTH GATE,260,57
2025-09-07 10:45:00,THE LIVING WORLD,188,70
2025-09-07 11:00:00,SOUTH GATE,245,67
2025-09-07 11:00:00,THE LIVING WORLD,197,87
2025-09-07 11:15:00,SOUTH GATE,291,93
2025-09-07 11:15:00,THE LIVING WORLD,170,121
2025-09-07 11:30:00,SOUTH GATE,219,132
2025-09-07 11:30:00,THE LIVING WORLD,189,107
2025-09-07 11:45:00,SOUTH GATE,227,123
2025-09-07 11:45:00,THE LIVING WORLD,209,124
2025-09-07 12:00:00,SOUTH GATE,235,157
2025-09-07 12:00:00,THE LIVING WORLD,149,94
2025-09-07 12:15:00,SOUTH GATE,243,146
2025-09-07 12:15:00,THE LIVING WORLD,165,146
2025-09-07 12:30:00,SOUTH GATE,299,128
2025-09-07 12:30:00,THE LIVING WORLD,226,148
2025-09-07 12:45:00,SOUTH GATE,219,151
2025-09-07 12:45:00,THE LIVING WORLD,185,191
2025-09-07 13:00:00,SOUTH GATE,209,142
2025-09-07 13:00:00,THE LIVING WORLD,173,165
2025-09-07 13:15:00,SOUTH GATE,242,164
2025-09-07 13:15:00,THE LIVING WORLD,208,222
2025-09-07 13:30:00,SOUTH GATE,267,203
2025-09-07 13:30:00,THE LIVING WORLD,233,218
2025-09-07 13:45:00,SOUTH GATE,218,172
2025-09-07 13:45:00,THE LIVING WORLD,200,216
2025-09-07 14:00:00,SOUTH GATE,202,172
2025-09-07 14:00:00,THE LIVING WORLD,234,215
2025-09-07 14:15:00,SOUTH GATE,200,218
2025-09-07 14:15:00,THE LIVING WORLD,207,210
2025-09-07 14:30:00,SOUTH GATE,153,216
2025-09-07 14:30:00,THE LIVING WORLD,188,205
2025-09-07 14:45:00,SOUTH GATE,173,191
2025-09-07 14:45:00,THE LIVING WORLD,206,190
2025-09-07 15:00:00,SOUTH GATE,124,236
2025-09-07 15:00:00,THE LIVING WORLD,210,195
2025-09-07 15:15:00,SOUTH GATE,94,266
2025-09-07 15:15:00,THE LIVING WORLD,167,201
2025-09-07 15:30:00,SOUTH GATE,109,308
2025-09-07 15:30:00,THE LIVING WORLD,128,252
2025-09-07 15:45:00,SOUTH GATE,80,315
2025-09-07 15:45:00,THE LIVING WORLD,119,211
2025-09-07 16:00:00,SOUTH GATE,65,277
2025-09-07 16:00:00,THE LIVING WORLD,88,181
2025-09-07 16:15:00,SOUTH GATE,55,302
2025-09-07 16:15:00,THE LIVING WORLD,52,272
2025-09-07 16:30:00,SOUTH GATE,6,337
2025-09-07 16:30:00,THE LIVING WORLD,61,278
2025-09-07 16:45:00,SOUTH GATE,2,532
2025-09-07 16:45:00,THE LIVING WORLD,38,477
2025-09-07 17:00:00,SOUTH GATE,5,471
2025-09-07 17:00:00,THE LIVING WORLD,28,427
2025-09-07 17:15:00,SOUTH GATE,0,110
2025-09-07 17:15:00,THE LIVING WORLD,18,171
2025-09-07 17:30:00,SOUTH GATE,0,11
2025-09-07 17:30:00,THE LIVING WORLD,4,9
2025-09-07 17:45:00,SOUTH GATE,2,4
2025-09-07 17:45:00,THE LIVING WORLD,0,9
2025-09-07 18:00:00,THE LIVING WORLD,0,3
2025-09-07 18:45:00,THE LIVING WORLD,0,1
2025-09-07 19:00:00,SOUTH GATE,1,1
2025-09-07 19:15:00,THE LIVING WORLD,0,20
2025-09-07 19:30:00,THE LIVING WORLD,1,13
2025-09-07 19:45:00,THE LIVING WORLD,0,1
2025-09-08 08:45:00,SOUTH GATE,12,1
2025-09-08 08:45:00,THE LIVING WORLD,29,6
2025-09-08 09:00:00,SOUTH GATE,87,6
2025-09-08 09:00:00,THE LIVING WORLD,69,8
2025-09-08 09:15:00,SOUTH GATE,96,7
2025-09-08 09:15:00,THE LIVING WORLD,60,6
2025-09-08 09:30:00,SOUTH GATE,111,3
2025-09-08 09:30:00,THE LIVING WORLD,84,9
2025-09-08 09:45:00,SOUTH GATE,96,8
2025-09-08 09:45:00,THE LIVING WORLD,68,15
2025-09-08 10:00:00,SOUTH GATE,113,6
2025-09-08 10:00:00,THE LIVING WORLD,104,19
2025-09-08 10:15:00,SOUTH GATE,117,5
2025-09-08 10:15:00,THE LIVING WORLD,49,12
2025-09-08 10:30:00,SOUTH GATE,76,7
2025-09-08 10:30:00,THE LIVING WORLD,97,17
2025-09-08 10:45:00,SOUTH GATE,103,12
2025-09-08 10:45:00,THE LIVING WORLD,83,16
2025-09-08 11:00:00,SOUTH GATE,102,20
2025-09-08 11:00:00,THE LIVING WORLD,100,35
2025-09-08 11:15:00,SOUTH GATE,94,37
2025-09-08 11:15:00,THE LIVING WORLD,66,45
2025-09-08 11:30:00,SOUTH GATE,63,35
2025-09-08 11:30:00,THE LIVING WORLD,73,38
2025-09-08 11:45:00,SOUTH GATE,59,49
2025-09-08 11:45:00,THE LIVING WORLD,117,68
2025-09-08 12:00:00,SOUTH GATE,43,55
2025-09-08 12:00:00,THE LIVING WORLD,160,50
2025-09-08 12:15:00,SOUTH GATE,60,57
2025-09-08 12:15:00,THE LIVING WORLD,106,76
2025-09-08 12:30:00,SOUTH GATE,98,41
2025-09-08 12:30:00,THE LIVING WORLD,90,91
2025-09-08 12:45:00,SOUTH GATE,67,71
2025-09-08 12:45:00,THE LIVING WORLD,73,68
2025-09-08 13:00:00,SOUTH GATE,46,63
2025-09-08 13:00:00,THE LIVING WORLD,68,103
2025-09-08 13:15:00,SOUTH GATE,73,51
2025-09-08 13:15:00,THE LIVING WORLD,110,89
2025-09-08 13:30:00,SOUTH GATE,60,70
2025-09-08 13:30:00,THE LIVING WORLD,100,67
2025-09-08 13:45:00,SOUTH GATE,55,81
2025-09-08 13:45:00,THE LIVING WORLD,85,107
2025-09-08 14:00:00,SOUTH GATE,66,64
2025-09-08 14:00:00,THE LIVING WORLD,72,120
2025-09-08 14:15:00,SOUTH GATE,47,65
2025-09-08 14:15:00,THE LIVING WORLD,65,92
2025-09-08 14:30:00,SOUTH GATE,65,68
2025-09-08 14:30:00,THE LIVING WORLD,45,82
2025-09-08 14:45:00,SOUTH GATE,44,70
2025-09-08 14:45:00,THE LIVING WORLD,60,113
2025-09-08 15:00:00,SOUTH GATE,33,64
2025-09-08 15:00:00,THE LIVING WORLD,72,110
2025-09-08 15:15:00,SOUTH GATE,18,72
2025-09-08 15:15:00,THE LIVING WORLD,34,122
2025-09-08 15:30:00,SOUTH GATE,21,66
2025-09-08 15:30:00,THE LIVING WORLD,57,80
2025-09-08 15:45:00,SOUTH GATE,24,32
2025-09-08 15:45:00,THE LIVING WORLD,34,75
2025-09-08 16:00:00,SOUTH GATE,8,78
2025-09-08 16:00:00,THE LIVING WORLD,37,71
2025-09-08 16:15:00,SOUTH GATE,8,102
2025-09-08 16:15:00,THE LIVING WORLD,18,81
2025-09-08 16:30:00,SOUTH GATE,3,90
2025-09-08 16:30:00,THE LIVING WORLD,24,111
2025-09-08 16:45:00,SOUTH GATE,3,133
2025-09-08 16:45:00,THE LIVING WORLD,2,195
2025-09-08 17:00:00,SOUTH GATE,1,132
2025-09-08 17:00:00,THE LIVING WORLD,8,154
2025-09-08 17:15:00,SOUTH GATE,2,25
2025-09-08 17:15:00,THE LIVING WORLD,4,60
2025-09-08 17:30:00,SOUTH GATE,1,7
2025-09-08 17:30:00,THE LIVING WORLD,3,14
2025-09-08 17:45:00,SOUTH GATE,1,2
2025-09-08 17:45:00,THE LIVING WORLD,0,3
2025-09-08 18:45:00,THE LIVING WORLD,0,1
2025-09-09 08:45:00,SOUTH GATE,13,0
2025-09-09 08:45:00,THE LIVING WORLD,33,10
2025-09-09 09:00:00,SOUTH GATE,46,3
2025-09-09 09:00:00,THE LIVING WORLD,79,4
2025-09-09 09:15:00,SOUTH GATE,69,1
2025-09-09 09:15:00,THE LIVING WORLD,81,7
2025-09-09 09:30:00,SOUTH GATE,68,1
2025-09-09 09:30:00,THE LIVING WORLD,90,3
2025-09-09 09:45:00,SOUTH GATE,62,2
2025-09-09 09:45:00,THE LIVING WORLD,53,8
2025-09-09 10:00:00,SOUTH GATE,74,5
2025-09-09 10:00:00,THE LIVING WORLD,57,8
2025-09-09 10:15:00,SOUTH GATE,51,5
2025-09-09 10:15:00,THE LIVING WORLD,54,12
2025-09-09 10:30:00,SOUTH GATE,76,14
2025-09-09 10:30:00,THE LIVING WORLD,46,16
2025-09-09 10:45:00,SOUTH GATE,92,13
2025-09-09 10:45:00,THE LIVING WORLD,76,37
2025-09-09 11:00:00,SOUTH GATE,72,22
2025-09-09 11:00:00,THE LIVING WORLD,63,51
2025-09-09 11:15:00,SOUTH GATE,38,13
2025-09-09 11:15:00,THE LIVING WORLD,62,40
2025-09-09 11:30:00,SOUTH GATE,57,34
2025-09-09 11:30:00,THE LIVING WORLD,69,29
2025-09-09 11:45:00,SOUTH GATE,46,44
2025-09-09 11:45:00,THE LIVING WORLD,52,55
2025-09-09 12:00:00,SOUTH GATE,54,44
2025-09-09 12:00:00,THE LIVING WORLD,50,49
2025-09-09 12:15:00,SOUTH GATE,55,40
2025-09-09 12:15:00,THE LIVING WORLD,88,65
2025-09-09 12:30:00,SOUTH GATE,71,42
2025-09-09 12:30:00,THE LIVING WORLD,66,90
2025-09-09 12:45:00,SOUTH GATE,52,32
2025-09-09 12:45:00,THE LIVING WORLD,74,64
2025-09-09 13:00:00,SOUTH GATE,48,42
2025-09-09 13:00:00,THE LIVING WORLD,91,68
2025-09-09 13:15:00,SOUTH GATE,21,55
2025-09-09 13:15:00,THE LIVING WORLD,66,80
2025-09-09 13:30:00,SOUTH GATE,34,47
2025-09-09 13:30:00,THE LIVING WORLD,65,39
2025-09-09 13:45:00,SOUTH GATE,43,44
2025-09-09 13:45:00,THE LIVING WORLD,35,79
2025-09-09 14:00:00,SOUTH GATE,38,63
2025-09-09 14:00:00,THE LIVING WORLD,58,62
2025-09-09 14:15:00,SOUTH GATE,43,63
2025-09-09 14:15:00,THE LIVING WORLD,36,97
2025-09-09 14:30:00,SOUTH GATE,35,37
2025-09-09 14:30:00,THE LIVING WORLD,33,75
2025-09-09 14:45:00,SOUTH GATE,35,63
2025-09-09 14:45:00,THE LIVING WORLD,22,48
2025-09-09 15:00:00,SOUTH GATE,27,53
2025-09-09 15:00:00,THE LIVING WORLD,48,103
2025-09-09 15:15:00,SOUTH GATE,26,46
2025-09-09 15:15:00,THE LIVING WORLD,24,64
2025-09-09 15:30:00,SOUTH GATE,26,66
2025-09-09 15:30:00,THE LIVING WORLD,25,60
2025-09-09 15:45:00,SOUTH GATE,18,37
2025-09-09 15:45:00,THE LIVING WORLD,15,52
2025-09-09 16:00:00,SOUTH GATE,16,62
2025-09-09 16:00:00,THE LIVING WORLD,22,64
2025-09-09 16:15:00,SOUTH GATE,13,62
2025-09-09 16:15:00,THE LIVING WORLD,19,74
2025-09-09 16:30:00,SOUTH GATE,14,74
2025-09-09 16:30:00,THE LIVING WORLD,3,81
2025-09-09 16:45:00,SOUTH GATE,14,122
2025-09-09 16:45:00,THE LIVING WORLD,6,99
2025-09-09 17:00:00,SOUTH GATE,21,70
2025-09-09 17:00:00,THE LIVING WORLD,4,83
2025-09-09 17:15:00,SOUTH GATE,7,16
2025-09-09 17:15:00,THE LIVING WORLD,1,29
2025-09-09 17:30:00,SOUTH GATE,3,6
2025-09-09 17:30:00,THE LIVING WORLD,0,12
2025-09-09 17:45:00,SOUTH GATE,3,5
2025-09-09 17:45:00,THE LIVING WORLD,0,7
2025-09-09 18:00:00,SOUTH GATE,3,5
2025-09-09 18:00:00,THE LIVING WORLD,0,2
2025-09-09 18:15:00,SOUTH GATE,1,8
2025-09-09 18:15:00,THE LIVING WORLD,2,1
2025-09-09 18:30:00,SOUTH GATE,0,10
2025-09-09 18:30:00,THE LIVING WORLD,0,2
2025-09-09 18:45:00,SOUTH GATE,0,9
2025-09-09 18:45:00,THE LIVING WORLD,0,2
2025-09-09 19:00:00,SOUTH GATE,0,12
2025-09-09 19:00:00,THE LIVING WORLD,1,1
2025-09-09 19:15:00,SOUTH GATE,1,2
2025-09-09 19:15:00,THE LIVING WORLD,0,3
2025-09-09 19:30:00,SOUTH GATE,3,2
2025-09-09 19:30:00,THE LIVING WORLD,0,4
2025-09-09 19:45:00,SOUTH GATE,0,1
2025-09-10 08:45:00,SOUTH GATE,9,0
2025-09-10 08:45:00,THE LIVING WORLD,34,4
2025-09-10 09:00:00,SOUTH GATE,47,1
2025-09-10 09:00:00,THE LIVING WORLD,80,4
2025-09-10 09:15:00,SOUTH GATE,61,1
2025-09-10 09:15:00,THE LIVING WORLD,57,10
2025-09-10 09:30:00,SOUTH GATE,76,3
2025-09-10 09:30:00,THE LIVING WORLD,73,31
2025-09-10 09:45:00,SOUTH GATE,97,9
2025-09-10 09:45:00,THE LIVING WORLD,83,24
2025-09-10 10:00:00,SOUTH GATE,44,2
2025-09-10 10:00:00,THE LIVING WORLD,158,13
2025-09-10 10:15:00,SOUTH GATE,41,4
